,y_pred,y_test
226,4.297103779,4.539564429
227,4.47362338,4.185403293
228,4.324663661,4.191017449
229,4.571251119,4.302306792
230,4.420337631,4.4959132
231,5.022729079,5.3574821
232,4.18996668,4.243051882
233,3.800475438,3.66586668
234,5.012020108,5.100902476
235,4.498796961,4.725616339
236,3.688637002,3.629394807
237,4.581444104,4.789073824
238,3.926346916,4.149621578
239,3.820733833,3.969725716
240,3.914957166,4.037068494
241,4.469835711,4.583640067
242,4.352538306,4.430578675
243,4.329143492,4.055776969
244,4.570549311,5.073797869
245,4.642232631,4.447228998
246,4.643233472,4.588329169
247,4.978833254,5.144350003
248,4.385485045,4.583333491
249,3.768169081,3.535145354
250,4.595650683,4.420886706
251,3.705746864,3.822973189
252,4.099413822,3.936130081
253,4.765038193,4.780299272
254,4.129500862,4.044278585
255,4.297672147,3.421000009
256,3.912961431,4.231784971
257,4.977551358,4.959412173
258,4.579840945,4.527100531
259,4.56752643,4.294560609
260,4.278508594,4.688959712
261,4.581416332,4.541484634
262,4.567951333,4.62192897
263,4.290180035,4.560800238
264,5.084239272,5.55597828
265,4.477732939,4.631617356
266,5.976317126,5.674182005
267,5.084447425,5.573825638
268,4.602215871,4.932169121
269,3.73044456,3.922369297
270,4.868245338,4.484018984
271,5.066243394,4.633951987
272,4.599002601,4.579339426
273,4.769526007,4.99199599
274,5.068868146,5.56819182
275,4.347754983,3.982295058
276,4.073227041,4.091674334
277,4.014251351,4.186923744
278,5.039425314,4.816645932
279,4.594234476,4.421487704
280,4.419997536,4.432719749
281,4.162600965,4.056988776
282,4.89578256,4.825670246
283,4.075996,4.327174383
284,4.596189847,4.579339426
285,4.272142916,4.45423101
286,5.180803966,5.412047757
287,4.095255557,4.124226937
288,4.454289443,4.229603628
289,4.792450679,4.857950206
290,4.356155492,4.785823686
291,4.664665528,4.427477898
292,4.48614572,4.405254761
293,4.258836577,4.023385473
294,4.559990429,4.414977735
295,4.490279865,4.899852698
296,4.99487241,5.159974417
297,4.330148124,4.539564429
298,4.873235521,4.669364898
299,4.937846002,5.257599533
300,4.285526361,4.122770036
301,4.130337593,4.061649179
302,4.704624579,4.536248741
303,4.830321256,4.459566212
304,3.514793592,3.047850228
305,4.157427499,3.974809994
306,4.72475324,4.539030383
307,4.313415658,4.065945088
308,4.999801557,4.947127353
309,4.343979005,4.479039909
310,4.446165007,4.651003602
311,4.939499012,4.824466346
312,4.547001252,4.768478804
313,4.719904728,4.07090533
314,4.494031431,4.649761069
315,4.519877196,4.39432569
316,4.799293233,4.714293613
317,4.113694099,4.047252955
318,4.28981859,4.073971772
319,4.76803378,4.956108708
320,4.867737789,4.979007019
321,3.441303045,3.780318514
322,3.767437435,3.756538103
323,4.266768608,3.788951008
324,4.293772167,4.154969184
325,4.347677468,4.30528057
326,3.819970658,3.568969157
327,4.54127603,4.752123599
328,3.373156377,3.183870216
329,4.983097689,4.660604893
330,4.128639134,4.111365547
331,3.317667442,3.485844856
332,5.132072228,4.911109575
333,4.344888589,4.577593418
334,4.050483439,3.988243031
335,4.573504692,4.47038086
336,4.179785826,4.377265318
337,4.435721713,4.783232686
338,4.709682585,4.774237627
339,3.781067301,3.661251287
340,3.966391288,4.146620707
341,4.599888048,4.764393692
342,4.244300215,4.241902127
343,4.847593046,4.772801027
344,3.911022756,4.039360254
345,4.308466123,4.284689402
346,2.858178421,2.714694744
347,4.574424328,4.773223771
348,4.377661949,4.08311508
349,4.428302058,4.416669578
350,5.12651732,5.214772701
351,3.331335436,3.216071898
352,3.669840427,3.937495801
353,5.312268127,5.560335417
354,3.890039616,3.784644076
355,3.98305189,3.994708372
356,4.495331241,4.388257184
357,4.58783475,4.365643155
358,3.849016471,3.891412052
359,5.05156273,5.251225759
360,4.638915684,4.734793954
361,4.042093246,3.964425684
362,5.174411856,5.033895988
363,4.471843317,4.401338946
364,4.061408284,4.205885937
365,5.933665661,5.995954452
366,4.105888853,3.809103951
367,4.59535342,4.533459338
368,5.102238975,4.974178757
369,4.518028326,4.562993107
370,4.320311576,3.989354348
371,4.449990622,4.342375829
372,4.977410823,4.931375613
373,4.141031899,4.423408472
374,4.559990663,4.778703237
375,4.416604951,4.64352514
376,3.766000243,3.941775964
377,4.497053253,4.543294782
378,5.151044277,5.264243386
379,2.792819795,2.877511642
380,3.995296211,3.926517452
381,4.258768234,4.493568009
382,4.852289873,5.023748933
383,4.426628768,4.375127893
384,5.023215751,5.241905733
385,4.22490374,4.003142599
386,5.194378463,5.713402718
387,4.092750989,4.154812309
388,3.620877593,3.735524462
389,5.019116701,5.174226981
390,4.227335894,4.388505601
391,4.150178133,3.809547214
392,4.234550947,4.287853308
393,3.286606128,3.280159053
394,3.250877255,3.124125488
395,4.12059887,4.484921613
396,4.145566931,3.924741778
397,4.853033308,4.837313121
398,4.013530229,4.312408568
399,5.527232232,5.186882886
400,3.364291233,3.575430762
401,4.813553043,4.994980054
402,3.60432747,3.931433399
403,4.013691443,3.597312261
404,4.691292067,4.9682148
405,4.413702696,3.879706404
406,4.531403015,4.333623895
407,3.871722122,4.014940539
408,5.475950119,5.083699865
409,4.574130971,4.522223265
410,4.378885747,4.05958057
411,4.683052786,4.422208424
412,3.930667923,3.958906591
413,4.246257212,4.245204118
414,4.66742699,4.876646654
415,4.475895363,4.548705649
416,4.480792713,4.759177998
417,4.084432485,4.201403635
418,4.957004569,4.944210551
419,5.175561476,5.380450196
420,3.750173085,3.903385812
421,3.827874498,3.655064106
422,4.935353008,4.935264987
423,4.460856669,4.81818259
424,4.250697014,4.339249605
425,4.836699422,4.532707014
426,3.685014926,3.535145354
427,3.676649534,3.696103299
428,4.749114162,4.837709459
429,5.03545427,5.225854195
430,5.033287696,4.774153178
431,2.650317996,2.519308077
432,4.992834091,4.916690848
433,4.564018143,4.273745191
434,4.41410802,4.162781724
435,4.594925814,4.6226171
436,3.578834341,3.916015027
437,4.278191811,4.226395693
438,5.105531069,5.117993812
439,3.53792516,3.473828073
440,4.197267671,4.357221516
441,4.815635477,4.904978438
442,3.846935212,3.995260604
443,2.731193425,3.612808017
444,4.147436665,4.101651137
445,5.056055126,5.414588148
446,4.874034708,5.069155743
447,4.185883433,4.287166354
448,4.331086829,4.46326094
449,4.323568445,4.357862008
450,4.470386609,4.307303088
451,4.971701456,4.749010756
452,2.923395892,3.054944133
453,4.073617877,4.142975984
454,4.575725013,4.83540851
455,3.956395803,3.94022166
456,4.076932436,4.146937012
457,4.39478675,4.307572449
458,4.741616594,4.342895917
459,4.407716467,4.344324767
460,4.559752637,4.626050664
461,5.306616413,4.981412435
462,3.874564572,4.034063631
463,4.821245441,4.885072071
464,3.557885679,3.330774917
465,4.57638941,4.507336826
466,4.855858198,4.337682821
467,4.911550459,4.863758098
468,4.446495893,3.883211924
469,4.749303423,4.55744945
470,4.676149906,4.312140507
471,5.212074286,5.243913978
472,4.636879041,5.052097084
473,5.059509897,4.882650396
474,5.11492505,5.307177995
475,4.847772439,5.017147378
476,4.522842163,4.547223226
477,4.064490554,4.145512849
478,4.243205967,4.042700329
479,3.218003044,3.404857342
480,4.13336675,3.971800209
481,4.364535317,4.084294226
482,4.383644656,4.368814741
483,4.130968277,3.966132331
484,4.340162262,4.405132623
485,4.477805281,4.670208582
486,4.643844421,4.610555658
487,5.115363735,4.937060513
488,4.357568976,4.065430552
489,3.823649194,3.616577542
490,4.282333638,4.090838423
491,4.025558547,4.263102323
492,4.919032803,5.133088887
493,4.949981882,4.755829062
494,4.683441272,4.747884288
495,4.302536291,4.357990057
496,4.512282408,4.297149343
497,4.39542291,4.588125751
498,4.433285568,4.529799879
499,4.813070355,4.971686544
500,4.53537109,4.643910014
501,5.173313608,4.873669439
502,4.450345182,4.351180755
503,4.693346474,4.878854749
504,4.229138938,4.022669526
505,3.665176076,3.881357591
506,4.660945284,4.192831509
507,4.886479681,4.856706812
508,4.263761899,3.863672744
509,4.455335777,4.482550472
510,4.474674382,4.137723286
511,4.017508497,4.182050143
512,5.069083341,4.896570338
513,4.514784646,4.583640067
514,4.309018594,4.063369758
515,4.355141255,4.455393261
516,3.92659659,4.025530246
517,4.60270029,4.911624944
518,4.76267962,4.624188192
519,3.807227771,3.745968421
520,5.137608639,4.989071116
521,4.598315918,4.497028027
522,4.113088834,4.338858139
523,4.857328003,4.620551288
524,4.713634249,4.930870326
525,3.410554117,3.374853406
526,3.920578571,3.948354935
527,4.562464538,4.558183395
528,4.938243233,5.353373572
529,4.859057566,4.865455368
530,4.835052244,4.396052806
531,4.167313941,4.184794465
532,3.680558339,3.278276168
533,3.993655694,4.193435465
534,4.46464665,4.416428061
535,4.759522988,4.68111219
536,4.47639234,4.457365991
537,2.399997251,2.460443178
538,3.387636862,2.855895328
539,4.663188766,4.797607077
540,3.844565848,3.174296781
541,3.659152369,3.853121898
542,2.304418562,2.35991016
543,4.297769809,4.250350663
544,4.175556119,4.362461479
545,4.244461625,4.543720224
546,3.533614801,3.385745277
547,3.704397628,3.798630318
548,4.266549707,3.844814256
549,3.975250478,4.021953065
550,4.424774463,4.256179925
551,3.499592051,3.344274234
552,3.848995311,4.032646448
553,3.848978131,4.003872659
554,3.820721358,3.854817532
555,4.20216888,4.177919486
556,4.899383163,4.701843073
557,4.455094305,4.529476342
558,3.800215356,3.999667515
559,4.185703197,4.033532423
560,4.408788818,4.169297415
561,4.307983012,4.548494009
562,4.491869165,4.720550337
563,4.916718897,5.224617004
564,4.05471547,4.135806352
565,3.868542191,4.145829505
566,4.801308668,5.001930853
567,4.709079452,4.327438444
568,4.274642041,4.095843438
569,4.495658275,4.351438553
570,3.83242437,3.785325352
571,4.956904978,5.037342137
572,4.950590497,4.760206188
573,4.599186768,5.042586055
574,4.203473296,4.21980178
575,3.136877807,3.027715319
576,4.637498002,4.382401564
577,4.202010012,4.02123609
578,4.472430607,4.492673155
579,4.440642343,4.609759638
580,4.945464949,5.213467289
581,3.501548343,3.461351304
582,3.687856974,4.143610804
583,4.722295725,4.725350346
584,4.865747132,4.941856685
585,4.350516403,4.139158578
586,3.600700423,3.619797293
587,5.029339127,5.214881408
588,4.599408556,4.418599615
589,4.460886955,4.553771623
590,4.184089603,4.23598879
591,3.992832889,4.046553898
592,5.263933738,5.214120208
593,4.186785837,4.170533701
594,3.64281829,3.765608987
595,4.504609707,4.778282804
596,4.473341744,4.464527856
597,4.606131519,4.800819203
598,5.169809296,5.126045146
599,4.214555695,4.595018835
600,3.546238585,3.097385927
601,4.154566225,3.954507617
602,4.663766981,4.868610794
603,4.485735722,4.500920165
604,4.918414488,5.201035244
605,3.829682691,4.140114296
606,4.116416516,3.707210411
607,4.856715442,5.058599721
608,4.02603952,4.188745238
609,4.365391164,4.407572542
610,4.183403182,4.050044303
611,4.794256156,5.030699325
612,4.487499254,4.461761603
613,4.716727256,4.530769863
614,4.674578132,4.922168313
615,3.401467298,2.779440197
616,5.153650192,5.206859756
617,4.398793633,4.119524861
618,4.070748133,3.781686504
619,4.358849274,4.579031528
620,4.391855789,4.207673248
621,4.899870204,4.649282761
622,4.862643885,5.007497042
623,4.942340042,5.334359958
624,3.299155228,3.137665769
625,4.471628654,4.515245478
626,4.981535419,5.698535399
627,4.528401152,4.424367475
628,4.996396236,5.156465742
629,4.884625532,5.161695489
630,4.703288123,4.735671994
631,4.80045789,4.844738116
632,4.703206083,4.881513214
633,5.152570622,5.041940144
634,4.223989464,4.3031187
635,5.237839609,4.955756633
636,3.4934934,3.54731589
637,3.511783626,3.268808194
638,3.956717039,4.053001599
639,4.601593331,4.456438132
640,4.462449827,4.71088064
641,4.126027713,4.310262068
642,4.298130103,3.994708372
643,4.175308961,4.415582293
644,4.49957789,4.893277168
645,2.913238605,2.896464272
646,4.374389066,4.094844437
647,4.085464587,3.985273467
648,4.512533028,4.68203863
649,4.381981012,4.721885986
650,4.165232252,4.490320344
651,4.898306035,5.127825562
652,2.361821928,2.93385687
653,4.991506097,4.821732126
654,4.083233718,3.75630443
655,3.459981939,3.47010136
656,4.232512526,4.344065128
657,3.104100839,3.601413428
658,4.197051131,4.151512235
659,5.194449715,5.380404138
660,4.737681827,5.050881123
661,4.38574481,4.299052551
662,3.933667095,3.950281718
663,4.652551669,4.55744945
664,4.662259807,5.085495364
665,4.596295368,4.783567386
666,4.155231638,3.976686519
667,4.629501108,4.912801934
668,4.47770495,4.598346961
669,3.283093645,3.314549575
670,3.760789178,3.674019591
671,4.826360966,5.147145579
672,5.089644313,5.192623462
673,3.798972677,3.762129916
674,4.523090814,4.100326634
675,4.413857407,4.156693187
676,4.151417586,3.964615456
677,4.002176219,4.180828022
678,4.17730338,4.234251422
679,3.707334283,3.585461495
680,4.980239537,5.069218618
681,4.788203144,4.825670246
682,3.66206256,4.123093976
683,4.536025213,4.657762636
684,4.036846253,4.162937354
685,4.217782369,4.099000374
686,4.680479429,4.309321524
687,4.102537718,4.378144107
688,4.296074222,4.411828126
689,3.570550058,3.764450641
690,4.507700838,4.524285457
691,5.051613173,4.976457842
692,3.885959912,3.929666441
693,4.457819822,4.180675152
694,4.344147961,4.628984364
695,5.086958705,4.791815714
696,3.290295011,3.237893831
697,5.300578424,5.342812606
698,4.901548424,4.839293241
699,4.146542598,4.322143925
700,3.910218089,3.97724879
701,4.469883968,4.061304708
702,4.731937256,4.871679693
703,3.598352756,3.63995178
704,3.845934792,3.839022113
705,4.787526217,4.810394136
706,4.495929573,4.480400299
707,4.57663982,4.260141447
708,4.084906451,4.198404232
709,4.047406936,4.006605648
710,4.883380144,5.002401489
711,4.613048205,4.491441421
712,4.526816618,4.529476342
713,4.31005325,4.14472077
714,4.502885338,4.410978457
715,4.119829381,4.506233438
716,4.358030201,4.100160948
717,4.814791808,4.873057631
718,4.091483844,4.330996464
719,3.992108583,4.410735561
720,4.472015681,4.480400299
721,4.366223978,4.415340514
722,4.562828465,4.746409298
723,4.601118434,4.831030045
724,4.805322003,4.877941646
725,5.104058335,4.978869391
726,4.250530141,4.104459896
727,4.457132972,4.446291681
728,4.700884182,4.436988193
729,4.218351357,4.171305603
730,2.853593854,3.032546247
731,4.401929239,4.108904714
732,3.613561547,3.548754946
733,3.823426922,3.635478677
734,5.830982993,6.109092015
735,4.275802535,4.532599493
736,3.082075005,3.072230245
737,4.631725076,4.856706812
738,4.574713025,4.92180408
739,3.566005255,3.540379446
740,4.492429891,4.422208424
741,4.568463324,4.586496921
742,4.804305016,5.126698333
743,3.810440053,3.784416881
744,4.505191228,4.368054477
745,4.419747059,4.711779921
746,4.297450996,4.327834406
747,3.383315942,3.371081758
748,4.689615253,5.05675523
749,4.90539414,4.829672813
750,4.099761419,4.302712828
751,4.565363231,4.419563238
752,3.790166536,3.698334613
753,4.275013595,4.31935304
754,4.248550037,4.282068168
755,4.418659105,4.226249633
756,4.5110373,4.325720798
757,4.392918442,4.416790315
758,5.035787284,4.830231896
759,4.082648909,4.149779269
760,4.827539787,5.262690189
761,4.761518079,4.987912407
762,4.447096164,4.457481913
763,4.414790471,4.271653577
764,4.660241934,4.848978738
765,4.653062538,4.43627805
766,4.613506395,4.837709459
767,4.676206499,4.935552488
768,3.820856716,4.178072778
769,5.005196329,5.051905188
770,3.976198992,3.354105774
771,4.395106638,4.323205074
772,3.596912647,3.493776563
773,4.587747428,5.105096629
774,5.272782445,5.15698419
775,4.912325908,4.607467545
776,4.096445947,4.131800899
777,4.186370345,4.461415282
778,4.409249253,4.249352018
779,2.720024287,3.216873822
780,4.189755549,4.134366237
781,4.080610044,3.832763324
782,4.782328155,4.544995463
783,4.381102744,4.131319165
784,4.605912911,4.776093698
785,4.45164169,4.742755849
786,4.199365046,4.284551613
787,4.862292355,4.242620879
788,4.218349966,4.005695481
789,4.513333291,4.802380355
790,4.523753679,4.299459911
791,2.793823217,2.267993648
792,4.120055061,4.263524591
793,4.580207722,4.527532916
794,4.45548728,4.779375562
795,4.461536354,4.333755086
796,4.150723589,4.239742765
797,3.735970409,3.837945802
798,3.828948244,4.087487775
799,4.422248801,4.7051965
800,3.992169373,3.721104601
801,4.038191199,4.24046307
802,4.61411349,4.88741249
803,4.567216186,4.590969837
804,4.677954795,4.498697941
805,5.083699695,5.109756385
806,3.47872726,3.63968921
807,4.826406361,4.989411658
808,4.587345029,4.326249619
809,4.134825169,4.220095768
810,3.325706693,3.521052343
811,4.06120529,4.251490751
812,5.353510688,5.529190964
813,5.121862632,5.383255763
814,3.780085928,3.616308761
815,5.028690275,5.259992252
816,4.062666325,3.971234865
817,4.137004197,4.263383855
818,4.114440232,3.993234261
819,4.019964977,3.689129423
820,4.989231014,4.694645192
821,4.20722805,3.952588967
822,4.971509764,4.990296523
823,4.728252113,4.849527134
824,4.101605158,4.349890765
825,4.913332554,5.122176669
826,4.638473785,4.933538244
827,4.132757194,4.334803991
828,3.887325742,4.335720882
829,4.145521825,3.642049867
830,4.139928992,4.445353485
831,4.976609315,4.669458676
832,4.276546974,4.360930671
833,4.239006772,4.335720882
834,4.597578571,4.457713717
835,3.970580087,3.696103299
836,4.88984691,4.473807868
837,3.994434033,3.984157603
838,3.396566542,3.074543454
839,5.085088184,5.28755971
840,5.198258702,5.361902308
841,4.991404528,5.079477043
842,4.899614414,4.577901759
843,4.644438246,4.749357106
844,4.728351808,4.560800238
845,4.195127593,4.034240638
846,4.502954621,4.098502572
847,4.817697293,4.336898507
848,4.217284701,4.233526626
849,4.351610306,4.476086033
850,3.80413202,3.58407434
851,4.126947079,4.203497876
852,4.444289186,4.632298853
853,4.4856894,4.244056835
854,4.216310442,4.032823706
855,4.776237236,4.611549793
856,4.38475916,4.705286977
857,4.065570163,4.08933202
858,4.4591126,4.718498871
859,4.185990628,4.027670429
860,4.320514864,4.274998062
861,4.110242946,3.609294975
862,4.43231871,4.423288532
863,4.168985035,4.231784971
