,y_pred,y_test
310,4.451753685,4.651003602
311,4.884115233,4.824466346
312,4.648054813,4.768478804
313,4.090485465,4.07090533
314,4.439082367,4.649761069
315,4.520762677,4.39432569
316,4.767250501,4.714293613
317,4.095083855,4.047252955
318,4.008754832,4.073971772
319,4.779229145,4.956108708
320,4.908682516,4.979007019
321,3.158314673,3.780318514
322,3.844219091,3.756538103
323,4.497248138,3.788951008
324,4.233899178,4.154969184
325,4.259884004,4.30528057
326,3.922719839,3.568969157
327,4.453112994,4.752123599
328,3.501842569,3.183870216
329,5.112089222,4.660604893
330,4.133399686,4.111365547
331,3.556617904,3.485844856
332,5.174129359,4.911109575
333,4.303910426,4.577593418
334,3.917739612,3.988243031
335,4.536991343,4.47038086
336,4.253032704,4.377265318
337,4.458863072,4.783232686
338,4.747979051,4.774237627
339,3.68236763,3.661251287
340,3.943296192,4.146620707
341,4.558661323,4.764393692
342,4.19632879,4.241902127
343,4.76418965,4.772801027
344,4.148142895,4.039360254
345,4.198880452,4.284689402
346,3.093653897,2.714694744
347,4.638456236,4.773223771
348,4.294159505,4.08311508
349,4.294754331,4.416669578
350,5.182520363,5.214772701
351,3.056210194,3.216071898
352,3.706628457,3.937495801
353,5.560001667,5.560335417
354,3.847019312,3.784644076
355,3.87103884,3.994708372
356,4.443436415,4.388257184
357,4.512443434,4.365643155
358,3.824366761,3.891412052
359,4.955138774,5.251225759
360,4.728608217,4.734793954
361,4.0193799,3.964425684
362,4.97390204,5.033895988
363,4.499293206,4.401338946
364,3.933797281,4.205885937
365,5.847480218,5.995954452
366,4.256667155,3.809103951
367,4.531116464,4.533459338
368,5.107046779,4.974178757
369,4.358492583,4.562993107
370,4.119645505,3.989354348
371,4.481042898,4.342375829
372,4.765470202,4.931375613
373,4.176261101,4.423408472
374,4.464210318,4.778703237
375,4.437040801,4.64352514
376,3.775061619,3.941775964
377,4.460016966,4.543294782
378,5.231512906,5.264243386
379,3.08185148,2.877511642
380,4.069885871,3.926517452
381,4.255314753,4.493568009
382,4.798230248,5.023748933
383,4.320184134,4.375127893
384,5.144007729,5.241905733
385,4.215863965,4.003142599
386,5.302899937,5.713402718
387,4.22949349,4.154812309
388,3.681269764,3.735524462
389,4.919447552,5.174226981
390,4.126185885,4.388505601
391,4.08609603,3.809547214
392,4.202346139,4.287853308
393,3.339430148,3.280159053
394,3.399712792,3.124125488
395,4.11267822,4.484921613
396,4.113192488,3.924741778
397,4.859870873,4.837313121
398,3.819972673,4.312408568
399,5.553511066,5.186882886
400,3.490012158,3.575430762
401,4.739443328,4.994980054
402,3.68746779,3.931433399
403,3.993614532,3.597312261
404,4.820970422,4.9682148
405,4.32898942,3.879706404
406,4.682973726,4.333623895
407,3.934993216,4.014940539
408,5.581999949,5.083699865
409,4.638841023,4.522223265
410,4.270091494,4.05958057
411,4.571631768,4.422208424
412,3.962010385,3.958906591
413,4.404908046,4.245204118
414,4.649364668,4.876646654
415,4.344270893,4.548705649
416,4.521354312,4.759177998
417,4.04261828,4.201403635
418,4.800639607,4.944210551
419,5.297497467,5.380450196
420,3.689007281,3.903385812
421,3.976711275,3.655064106
422,5.073988867,4.935264987
423,4.328798411,4.81818259
424,4.182851882,4.339249605
425,4.866989373,4.532707014
426,3.824390486,3.535145354
427,3.780183728,3.696103299
428,4.656653887,4.837709459
429,5.159753579,5.225854195
430,5.080012148,4.774153178
431,2.818151646,2.519308077
432,4.962265794,4.916690848
433,4.617654273,4.273745191
434,4.036281087,4.162781724
435,4.592934465,4.6226171
436,3.381673014,3.916015027
437,4.161576055,4.226395693
438,5.16263538,5.117993812
439,3.396406238,3.473828073
440,4.185844343,4.357221516
441,4.767995688,4.904978438
442,3.798534954,3.995260604
443,2.973308185,3.612808017
444,3.982157951,4.101651137
445,5.112957615,5.414588148
446,4.913285837,5.069155743
447,4.183380487,4.287166354
448,4.268069176,4.46326094
449,4.408251696,4.357862008
450,4.498993499,4.307303088
451,4.93970429,4.749010756
452,3.280265169,3.054944133
453,3.970471346,4.142975984
454,4.696100914,4.83540851
455,3.891377058,3.94022166
456,3.840446474,4.146937012
457,4.258783324,4.307572449
458,4.604040398,4.342895917
459,4.40662667,4.344324767
460,4.439527694,4.626050664
461,5.39895918,4.981412435
462,3.816741702,4.034063631
463,4.739465333,4.885072071
464,3.616312357,3.330774917
465,4.415126549,4.507336826
466,4.786525997,4.337682821
467,4.858293403,4.863758098
468,4.57853007,3.883211924
469,4.676113436,4.55744945
470,4.781681178,4.312140507
471,5.140482802,5.243913978
472,4.774455185,5.052097084
473,5.088887801,4.882650396
474,5.08847928,5.307177995
475,4.946498051,5.017147378
476,4.510047133,4.547223226
477,4.158124653,4.145512849
478,4.118522205,4.042700329
479,3.424691706,3.404857342
480,3.994584928,3.971800209
481,4.152023444,4.084294226
482,4.42347003,4.368814741
483,4.089015665,3.966132331
484,4.178420938,4.405132623
485,4.354387638,4.670208582
486,4.499907735,4.610555658
487,5.34590601,4.937060513
488,4.307510582,4.065430552
489,3.691141924,3.616577542
490,4.153924872,4.090838423
491,4.040617524,4.263102323
492,5.06898438,5.133088887
493,4.978174602,4.755829062
494,4.725625387,4.747884288
495,4.193468255,4.357990057
496,4.394198557,4.297149343
497,4.404634693,4.588125751
498,4.569184279,4.529799879
499,4.74247408,4.971686544
500,4.57750444,4.643910014
501,5.231584643,4.873669439
502,4.455705447,4.351180755
503,4.828841888,4.878854749
504,4.046465992,4.022669526
505,3.44462177,3.881357591
506,4.679558199,4.192831509
507,4.904976774,4.856706812
508,4.088474141,3.863672744
509,4.430647862,4.482550472
510,4.413503438,4.137723286
511,4.107561749,4.182050143
512,5.14367364,4.896570338
513,4.508380121,4.583640067
514,4.207751929,4.063369758
515,4.25593763,4.455393261
516,3.99140502,4.025530246
517,4.686192324,4.911624944
518,4.7992887,4.624188192
519,3.700609727,3.745968421
520,5.512347092,4.989071116
521,4.55650862,4.497028027
522,4.188821819,4.338858139
523,4.765881476,4.620551288
524,4.880136766,4.930870326
525,3.485502177,3.374853406
526,3.915933804,3.948354935
527,4.823888432,4.558183395
528,4.922085626,5.353373572
529,4.807119787,4.865455368
530,4.692288716,4.396052806
531,4.254015241,4.184794465
532,3.8523604,3.278276168
533,4.027948448,4.193435465
534,4.41845349,4.416428061
535,4.712186,4.68111219
536,4.622354356,4.457365991
537,2.800087871,2.460443178
538,3.345090016,2.855895328
539,4.771694175,4.797607077
540,3.957797988,3.174296781
541,3.669168678,3.853121898
542,2.660070331,2.35991016
543,4.095786613,4.250350663
544,4.111955868,4.362461479
545,4.376085485,4.543720224
546,3.493597316,3.385745277
547,3.727045991,3.798630318
548,4.350756899,3.844814256
549,3.788438581,4.021953065
550,4.37358283,4.256179925
551,3.588713694,3.344274234
552,3.928986225,4.032646448
553,3.88694198,4.003872659
554,3.699065779,3.854817532
555,4.22184416,4.177919486
556,5.274444101,4.701843073
557,4.298136523,4.529476342
558,3.770696579,3.999667515
559,4.177381816,4.033532423
560,4.567217683,4.169297415
561,4.349986131,4.548494009
562,4.512903637,4.720550337
563,5.034955388,5.224617004
564,4.011430572,4.135806352
565,3.904058899,4.145829505
566,4.786476152,5.001930853
567,4.529984119,4.327438444
568,4.347119387,4.095843438
569,4.395971641,4.351438553
570,3.852096779,3.785325352
571,4.87553777,5.037342137
572,5.071790032,4.760206188
573,4.697382202,5.042586055
574,4.229668395,4.21980178
575,3.189843944,3.027715319
576,4.733186155,4.382401564
577,4.120632144,4.02123609
578,4.412486189,4.492673155
579,4.41823122,4.609759638
580,5.054080854,5.213467289
581,3.53243609,3.461351304
582,3.878131927,4.143610804
583,4.543458285,4.725350346
584,4.881808729,4.941856685
585,4.410525282,4.139158578
586,3.794825352,3.619797293
587,5.040929591,5.214881408
588,4.581210735,4.418599615
589,4.481242142,4.553771623
590,4.250267145,4.23598879
591,4.073069125,4.046553898
592,5.201075133,5.214120208
593,4.252850151,4.170533701
594,3.675582676,3.765608987
595,4.569905553,4.778282804
596,4.369021157,4.464527856
597,4.587658086,4.800819203
598,4.970685527,5.126045146
599,4.267375452,4.595018835
600,3.521961083,3.097385927
601,4.25533747,3.954507617
602,4.688879463,4.868610794
603,4.426787887,4.500920165
604,4.976006212,5.201035244
605,3.887339496,4.140114296
606,3.978586598,3.707210411
607,4.896694713,5.058599721
608,3.966834132,4.188745238
609,4.436857163,4.407572542
610,4.237744029,4.050044303
611,4.869264479,5.030699325
612,4.511150267,4.461761603
613,4.696019437,4.530769863
614,4.678520624,4.922168313
615,3.449571401,2.779440197
616,5.186444835,5.206859756
617,4.580002713,4.119524861
618,4.060843998,3.781686504
619,4.425715568,4.579031528
620,4.325463804,4.207673248
621,4.851490857,4.649282761
622,4.734151698,5.007497042
623,5.108304252,5.334359958
624,3.299314624,3.137665769
625,4.644601916,4.515245478
626,5.034839652,5.698535399
627,4.4362994,4.424367475
628,4.806224169,5.156465742
629,4.854788506,5.161695489
630,4.834201892,4.735671994
631,4.789136493,4.844738116
632,4.678478167,4.881513214
633,5.429654635,5.041940144
634,4.238653509,4.3031187
635,5.25154595,4.955756633
636,3.589545074,3.54731589
637,3.617499021,3.268808194
638,3.984718315,4.053001599
639,4.470075485,4.456438132
640,4.427628732,4.71088064
641,4.15984394,4.310262068
642,4.105937942,3.994708372
643,4.231516974,4.415582293
644,4.657258198,4.893277168
645,3.778323025,2.896464272
646,4.301121542,4.094844437
647,4.072054991,3.985273467
648,4.574878793,4.68203863
649,4.466006866,4.721885986
650,4.240801205,4.490320344
651,4.820233033,5.127825562
652,2.685605767,2.93385687
653,5.173946938,4.821732126
654,3.987563424,3.75630443
655,3.597442643,3.47010136
656,4.154080016,4.344065128
657,3.05229601,3.601413428
658,4.195212939,4.151512235
659,4.981632427,5.380404138
660,4.802516133,5.050881123
661,4.38446935,4.299052551
662,3.800941101,3.950281718
663,4.655237449,4.55744945
664,4.77593678,5.085495364
665,4.658944902,4.783567386
666,4.168493161,3.976686519
667,4.611599812,4.912801934
668,4.388493282,4.598346961
669,3.314286119,3.314549575
670,3.727211062,3.674019591
671,4.849888056,5.147145579
672,5.209345326,5.192623462
673,3.903452564,3.762129916
674,4.469820082,4.100326634
675,4.37701033,4.156693187
676,3.940817106,3.964615456
677,3.990915935,4.180828022
678,4.049195588,4.234251422
679,3.881458742,3.585461495
680,4.972618326,5.069218618
681,4.737858237,4.825670246
682,3.894218015,4.123093976
683,4.450800634,4.657762636
684,4.042091105,4.162937354
685,4.105515936,4.099000374
686,3.657888173,4.309321524
687,3.929257391,4.378144107
688,4.298763621,4.411828126
689,3.578752234,3.764450641
690,4.506333877,4.524285457
691,5.336319781,4.976457842
692,3.793588968,3.929666441
693,4.302258469,4.180675152
694,4.405988181,4.628984364
695,5.08521658,4.791815714
696,3.394116532,3.237893831
697,5.215208562,5.342812606
698,4.75714109,4.839293241
699,4.107781834,4.322143925
700,3.759905324,3.97724879
701,4.473083494,4.061304708
702,4.749172194,4.871679693
703,3.64161439,3.63995178
704,3.996197758,3.839022113
705,4.736793193,4.810394136
706,4.566877974,4.480400299
707,4.559906326,4.260141447
708,4.117264318,4.198404232
709,4.141791279,4.006605648
710,4.741001333,5.002401489
711,4.612287955,4.491441421
712,4.694082367,4.529476342
713,4.262657397,4.14472077
714,4.475595797,4.410978457
715,4.235352468,4.506233438
716,4.414643808,4.100160948
717,4.917891786,4.873057631
718,4.108944077,4.330996464
719,4.17354817,4.410735561
720,4.359523978,4.480400299
721,4.354507227,4.415340514
722,4.544359521,4.746409298
723,4.573242957,4.831030045
724,4.741852982,4.877941646
725,5.451788307,4.978869391
726,4.280427016,4.104459896
727,4.434748114,4.446291681
728,4.543711152,4.436988193
729,4.137231127,4.171305603
730,3.194383199,3.032546247
731,4.389681649,4.108904714
732,3.691833268,3.548754946
733,3.842565738,3.635478677
734,5.736936552,6.109092015
735,4.251999959,4.532599493
736,2.976157087,3.072230245
737,4.612412575,4.856706812
738,4.811837671,4.92180408
739,3.55554892,3.540379446
740,4.47416132,4.422208424
741,4.474982595,4.586496921
742,4.752083852,5.126698333
743,3.762409637,3.784416881
744,4.401673725,4.368054477
745,4.346420953,4.711779921
746,4.007147781,4.327834406
747,3.411817232,3.371081758
748,4.850047284,5.05675523
749,4.709466092,4.829672813
750,4.045866476,4.302712828
751,4.420554101,4.419563238
752,3.586616654,3.698334613
753,4.307730287,4.31935304
754,4.179396051,4.282068168
755,4.429664349,4.226249633
756,4.455007203,4.325720798
757,4.405728016,4.416790315
758,5.198813013,4.830231896
759,4.040339475,4.149779269
760,5.055778029,5.262690189
761,4.740297094,4.987912407
762,4.432408914,4.457481913
763,4.283972697,4.271653577
764,4.463755561,4.848978738
765,4.362280856,4.43627805
766,4.637094205,4.837709459
767,4.89226973,4.935552488
768,3.908581828,4.178072778
769,4.98478658,5.051905188
770,4.08737303,3.354105774
771,4.36443208,4.323205074
772,3.618699555,3.493776563
773,5.039947049,5.105096629
774,5.405124796,5.15698419
775,4.915089682,4.607467545
776,4.031735729,4.131800899
777,4.167997676,4.461415282
778,4.262939539,4.249352018
779,2.871927717,3.216873822
780,4.2523206,4.134366237
781,4.079417991,3.832763324
782,4.811807336,4.544995463
783,4.288874945,4.131319165
784,4.582235289,4.776093698
785,4.434542433,4.742755849
786,4.092112419,4.284551613
787,4.737287458,4.242620879
788,4.13333955,4.005695481
789,4.5107821,4.802380355
790,4.395732926,4.299459911
791,2.904513167,2.267993648
792,3.757984387,4.263524591
793,4.47906131,4.527532916
794,4.627110487,4.779375562
795,4.371822896,4.333755086
796,4.088873868,4.239742765
797,3.801016315,3.837945802
798,3.848137954,4.087487775
799,4.544552098,4.7051965
800,4.001286439,3.721104601
801,4.170458026,4.24046307
802,4.567956204,4.88741249
803,4.43217046,4.590969837
804,4.622735518,4.498697941
805,5.075178246,5.109756385
806,3.463179385,3.63968921
807,4.751846445,4.989411658
808,4.43349151,4.326249619
809,4.138667301,4.220095768
810,3.476255665,3.521052343
811,3.997893383,4.251490751
812,5.514117976,5.529190964
813,5.228342035,5.383255763
814,3.707530132,3.616308761
815,4.961586125,5.259992252
816,3.946562861,3.971234865
817,4.010237415,4.263383855
818,4.085582567,3.993234261
819,4.033736492,3.689129423
820,5.045474097,4.694645192
821,4.339080901,3.952588967
822,5.020900602,4.990296523
823,4.566256697,4.849527134
824,4.186779055,4.349890765
825,4.975450406,5.122176669
826,4.70568437,4.933538244
827,4.179965902,4.334803991
828,3.765289688,4.335720882
829,4.090726435,3.642049867
830,4.284272098,4.445353485
831,5.035956688,4.669458676
832,4.306464715,4.360930671
833,4.114261295,4.335720882
834,4.6120999,4.457713717
835,3.923148463,3.696103299
836,4.878685364,4.473807868
837,4.123234429,3.984157603
838,3.453768081,3.074543454
839,5.190726225,5.28755971
840,5.182472723,5.361902308
841,4.888726836,5.079477043
842,4.776473627,4.577901759
843,4.755147937,4.749357106
844,4.65270144,4.560800238
845,4.195831723,4.034240638
846,4.475536559,4.098502572
847,4.830207415,4.336898507
848,4.237347646,4.233526626
849,4.390743881,4.476086033
850,3.893494578,3.58407434
851,4.102943305,4.203497876
852,4.501584867,4.632298853
853,4.425296225,4.244056835
854,4.131478575,4.032823706
855,4.683379691,4.611549793
856,4.509466116,4.705286977
857,4.026331928,4.08933202
858,4.507861149,4.718498871
859,4.05937289,4.027670429
860,4.027870854,4.274998062
861,4.014915194,3.609294975
862,4.290983543,4.423288532
863,4.124186756,4.231784971
